domain,name,email,phone,gap_score,gap_level,issues,mail_sent,sent_at,call_after,status
"ilmonte.se","","sales@ilmonte.se","023-04-26","37","MEDEL","5","nej","","","ny"
"scandiapumps.com","Sociala Medier","info@scandiapumps.com","0300 52 12 10","67","MEDEL","0","0","0","0","4","nej","","2026-02-25","ny"
"dalafrakt.se","","","","0","","0","0","0","0","0","nej","","2026-02-25","ny"
"testnordic.se","Om Oss","mans.brorsson@testnordic.com","022-02-24","68","MEDEL","0","0","0","0","4","nej","","2026-02-25","ny"
"byggpartner.se","","magnus@magnussjoberg.com","0102-0103","68","MEDEL","0","0","0","0","5","nej","","2026-02-25","ny"
"bepps.se","","pro@bepps.se%20","046-590 02 41","71","HOG","0","0","0","0","6","nej","","2026-02-25","ny"
"mihaisfriskvard.se","","info@mihaisfriskvard.se","024-07-19","63","MEDEL","0","0","0","0","2","nej","","2026-02-25","ny"
"profilbollen.se","","info@profilbollen.se","024-01-26","65","MEDEL","0","0","0","0","3","nej","","2026-02-25","ny"
"ostras.se","","info@ostras.se","017-08-26","73","HOG","0","0","0","0","8","nej","","2026-02-25","ny"
"loofsgasol.se","","info@loofsgasol.se","050074094","70","HOG","0","0","0","0","7","nej","","2026-02-25","ny"
"tiki.se","","","025-11-19 17","69","MEDEL","0","0","0","0","5","nej","","2026-02-25","ny"
"skarahastsport.se","","info@skarahastsport.se","066717533","65","MEDEL","0","0","0","0","3","nej","","2026-02-25","ny"
"bed-bath.com","","order@bed-bath.com","023000000","64","MEDEL","0","0","0","0","3","nej","","2026-02-25","ny"
"houseofmartens.se","","info@houseofmartens.se","+46 650 48 58 00","68","MEDEL","0","0","0","0","5","nej","","2026-02-25","ny"
"durgo.se","","sales@durgo.se","+46 8 730 5280 --","74","HOG","0","0","0","0","9","nej","","2026-02-25","ny"
"edmolift.se","","","","0","","0","0","0","0","0","nej","","2026-02-25","ny"
"abelko.se","Om Abelko","info@abelko.se","020-02-06","69","MEDEL","0","0","0","0","5","nej","","2026-02-25","ny"
"varmavillan.se","","info@varmavillan.se","024-06-18","67","MEDEL","0","0","0","0","4","nej","","2026-02-25","ny"
"sponsab.se","","info@sponsab.se","0171-313 90","68","MEDEL","0","0","0","0","4","nej","","2026-02-25","ny"
"atssweden.se","","","","0","","0","0","0","0","0","nej","","2026-02-25","ny"
"golvimporten.se","","info@golvimporten.se","017-01-23","64","MEDEL","0","0","0","0","2","nej","","2026-02-25","ny"
"assalub.com","","info@assalub.se","021-11-25","64","MEDEL","0","0","0","0","2","nej","","2026-02-25","ny"
"modig.se","","modig@modig.se","019-08-12","67","MEDEL","0","0","0","0","4","nej","","2026-02-25","ny"
"strihl.se","","info@strihl.se","021-11-11","68","MEDEL","0","0","0","0","4","nej","","2026-02-25","ny"
